Method name: FT_iLACCO-Uptake (Modified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i1.0;18076;18521;19261;19830;20140;20507;20909;21319;21549;21877;21947;22283;22242;22482;22527;22615;23100;23034;23302;23503;23508;23673;23830;24002;24079;24311;24536;24527;24795;24741;24981;25122;25330;25222;25375;25500;25566;25674;25579;25792;25972;25915;26097;26147;26362;26254;26428;26416;26534;26583;26625;26641;26601;26762;26815;26818;26962;27096;26955;26997;27155;27319;27267;27410;27346;27476;27198;27555;27336;27408;27461;27625;27685;27667;27705;27662;27856;27793;27906;27787;27734;27829;27979;28039;27893;27917;27911;27802;27972;27986;27808;28035;27924;27875
i1.0;19063;19565;20345;21040;21386;21917;22234;22632;22781;23029;23241;23263;23608;23793;23927;24191;24337;24358;24400;24629;24565;24949;24988;25141;25402;25428;25621;25656;25691;25635;25796;25820;26057;25999;26007;26143;26219;26290;26337;26388;26517;26429;26527;26537;26367;26522;26627;26793;26690;26843;26759;26823;27020;27205;27096;27067;27092;27000;27137;26964;27001;27082;27138;27181;27067;27155;27338;27196;27214;27129;27251;27168;27284;27204;27350;27116;27256;27326;27278;27175;27183;27210;27156;27364;27313;27486;27406;27410;27300;27403;27445;27415;27332;27478
i1.0+CCCP;8436;8656;8734;8892;8930;9035;9025;9196;9173;9179;9217;9254;9360;9339;9355;9364;9492;9533;9424;9489;9515;9509;9467;9424;9419;9509;9436;9409;9467;9417;9431;9443;9514;9563;9427;9431;9510;9465;9612;9517;9504;9527;9593;9552;9539;9449;9495;9451;9518;9422;9441;9478;9507;9507;9427;9501;9607;9465;9420;9463;9422;9484;9462;9489;9519;9519;9413;9522;9389;9500;9426;9488;9493;9484;9540;9489;9557;9529;9423;;;;;;;;;;;;;;;
i1.0+CCCP;8770;9060;9100;9296;9509;9495;9680;9774;9787;9873;9994;10049;10143;10193;10251;10282;10414;10281;10411;10493;10340;10519;10478;10614;10621;10527;10573;10682;10692;10775;10600;10829;10730;10749;10720;10628;10677;10637;10698;10752;10704;10775;10720;10756;10642;10783;10709;10775;10671;10589;10795;10692;10827;10737;10782;10661;10686;10736;10686;10763;10677;10565;10574;10574;10643;10485;10515;10590;10554;10466;10618;10527;10597;10530;10500;10625;10473;10509;10455;;;;;;;;;;;;;;;
i1.0+CCCP;8424;8753;8806;9015;9064;9212;9286;9304;9384;9501;9443;9594;9539;9674;9585;9741;9788;9796;9765;9782;9797;9867;9856;9930;9813;9917;9962;9907;9980;9907;9941;9916;9855;9936;9863;9856;9904;9897;9891;9963;9894;9845;9951;9989;9942;9977;9889;9894;9973;9963;9943;9901;9850;9938;9774;9891;9909;9884;9822;9851;9839;9859;9782;9811;9737;9752;9749;9780;9811;9794;9863;9829;9719;9762;9782;9770;9732;9675;9694;;;;;;;;;;;;;;;
i1.1;26679;27619;28644;29741;30340;30890;31505;32297;32859;33240;33749;34268;34703;35174;35411;35991;36428;36560;36939;37392;37858;38173;38354;38455;38812;39043;39356;39464;39643;40006;40078;40008;40595;40622;40945;41039;41427;41397;41794;41812;41891;42002;42291;42332;42751;42713;42877;42923;43194;43080;43002;43192;43377;43407;43350;43403;43695;44007;44218;44293;44280;44452;44593;44706;44810;44788;44984;45095;45189;45604;45282;45700;45604;45523;45534;45606;45725;45868;45646;45800;45967;45942;46100;45976;45996;46069;46110;46032;46045;45771;46304;;;
i1.1;26659;27454;28436;29494;30410;30849;31715;32233;32771;32872;33576;33735;34480;34774;35160;35407;35734;36132;36557;36860;37111;37347;37576;37935;38355;38572;38728;38839;39098;39577;39773;40108;40367;40528;40914;40904;40975;41340;41392;41634;42273;42062;42362;42406;42666;42810;42904;43221;43335;43537;43541;43711;43898;43976;44078;44249;44536;44384;44254;44741;44829;44992;44869;44870;45066;45122;45061;45453;45457;45521;45651;45366;45570;45851;45646;45627;45953;46015;46205;45936;45988;46066;46256;46218;46204;46221;46486;46381;46427;46608;46600;;;
i1.1;28253;29188;30209;31156;32040;32815;33405;33836;34413;35020;35521;35846;36389;36806;37303;37492;37658;37813;38431;38440;38941;39093;39415;39382;39934;40030;40009;40091;40589;40566;40870;41016;41201;41623;41562;41958;42465;42594;42856;43367;43519;43864;44190;44333;44407;44487;44270;44431;44738;44986;44924;45299;45488;45812;45590;45899;46210;46228;46019;46097;46456;46615;46287;46411;46574;46696;46853;46857;46894;46767;46769;46919;46933;47186;47091;47072;47364;47157;47074;47032;47100;47008;47309;47365;47313;47101;47212;47046;46835;46942;46941;;;
i1.1+CCCP;11495;12085;12395;12812;13242;13300;13545;13721;13912;14008;14038;14181;14200;14369;14346;14559;14537;14586;14690;14775;14775;14881;14927;14912;14884;14994;14970;15076;14973;15017;15073;15092;15153;14981;14943;15006;15079;15005;14895;15060;15079;14999;14868;15096;14922;14894;14924;14928;14781;14786;14805;14749;14849;14701;14710;14739;14567;14647;14511;14442;14434;14449;14341;14324;14355;14399;14400;14306;14273;14244;14089;14229;14192;14070;14054;14041;13898;13924;13702;13844;13901;13825;13723;13639;13639;13595;13599;13511;13572;13458;13431;;;
i1.1+CCCP;12132;12545;12899;13303;13785;13872;14146;14396;14594;14785;14953;15113;15280;15344;15350;15440;15566;15676;15674;15702;15789;15986;15850;15836;15918;15930;16043;15948;16030;16012;16007;15980;15986;16035;15952;16031;16026;16133;15979;15836;15897;15980;15918;15970;15919;15891;15917;16013;15873;15868;15750;15695;15876;15747;15737;15683;15660;15654;15692;15491;15569;15458;15417;15383;15276;15302;15130;15196;15310;15052;15152;15005;14990;15055;15030;15089;15004;14925;14815;14899;14807;14719;14771;14658;14602;14479;14404;14647;14578;14403;14436;;;
i1.1+CCCP;12640;13141;13573;13812;14260;14615;14784;15009;15302;15325;15383;15635;15693;15749;15872;15910;15979;15850;15993;15973;15973;16037;16043;16228;16164;16323;16143;16306;16310;16292;16303;16206;16330;16342;16319;16272;16297;16300;16384;16168;16138;16253;16167;16183;16022;16096;16154;16099;16148;16092;16023;16051;15916;16097;15872;15786;15912;15791;15885;15804;15789;15705;15739;15717;15733;15694;15546;15576;15548;15532;15362;15289;15457;15356;15292;15321;15153;15191;15049;15079;15092;14995;14843;14934;14794;14809;14845;14775;14664;14676;14506;;;
i1.2;19658;20224;20933;21394;21824;22219;22564;22995;23053;23298;23434;23823;23926;24111;24235;24376;24477;24651;24895;25060;25247;25108;25411;25668;25573;25737;25936;25959;25966;26341;26365;26418;26572;26660;26621;26655;26691;26788;26931;27101;27153;27335;27307;27323;27442;27629;27516;27868;27669;27875;27865;27890;28101;28110;28170;28276;28333;28341;28410;28396;28484;28531;28470;28561;28610;28926;28807;28884;28756;28935;28978;29006;29004;28990;29072;29122;28959;29226;29190;29090;29214;29117;29219;29033;29185;29235;29313;29339;29444;29488;29493;29562;29524;29503
i1.2;19463;20285;20852;21266;21715;22140;22516;22930;23222;23375;23601;23864;24111;24239;24502;24561;24526;24935;25018;25001;25113;25459;25588;25549;25496;25861;26204;26198;26163;26365;26309;26613;26611;26728;26715;26854;26889;26958;27172;27240;27361;27441;27462;27684;27713;27616;27772;28006;27893;27942;28224;28184;28216;28343;28323;28361;28706;28416;28553;28664;28511;28998;28928;28872;28772;28887;28936;29253;29265;29035;29052;29259;29126;29193;29353;29278;29436;29348;29360;29572;29362;29344;29525;29413;29414;29528;29629;29534;29639;29659;29639;29602;29756;29620
i1.2;18800;19459;20184;20721;21219;21480;21716;22193;22456;22518;22788;23102;23202;23392;23551;23710;23931;23985;24090;24028;24351;24411;24438;24582;24771;24905;24926;25217;25195;25394;25509;25714;25746;25929;25875;25903;26236;26121;26181;26442;26420;26544;26607;26675;26784;26797;26865;26945;26990;27024;27259;27076;27399;27202;27476;27586;27447;27556;27729;27674;27571;27753;27902;27726;27813;28001;28032;28143;28083;28058;28220;28333;28290;28200;28191;28340;28323;28345;28279;28387;28368;28436;28391;28543;28547;28646;28527;28444;28693;28652;28867;28707;28822;28587
i1.2+CCCP;8856;9020;9288;9473;9618;9700;9804;9850;9892;9848;10014;10186;10219;10284;10312;10358;10399;10550;10656;10532;10548;10563;10685;10566;10585;10641;10737;10691;10706;10694;10654;10728;10644;10691;10702;10649;10745;10685;10657;10665;10570;10698;10663;10695;10700;10650;10637;10661;10626;10632;10623;10627;10603;10717;10686;10731;10656;10698;10751;10655;10556;10579;10626;10588;10588;10509;10547;10439;10527;10524;10469;10455;10455;10467;10461;10445;10414;10361;10376;;;;;;;;;;;;;;;
i1.2+CCCP;10036;10458;10731;11088;11181;11401;11499;11423;11585;11514;11529;11623;11584;11667;11667;11688;11770;11777;11696;11735;11856;11829;11765;11746;11788;11857;11801;11811;11918;11835;11657;11843;11842;11782;11778;11709;11702;11726;11631;11716;11755;11810;11711;11659;11655;11785;11543;11702;11565;11662;11737;11740;11690;11578;11530;11584;11610;11651;11553;11506;11635;11674;11665;11540;11503;11512;11537;11510;11390;11476;11502;11456;11376;11385;11278;11337;11339;11386;11397;;;;;;;;;;;;;;;
i1.2+CCCP;8953;9268;9428;9648;9704;9821;9989;10044;10081;10181;10194;10384;10337;10324;10260;10335;10455;10354;10532;10443;10625;10532;10510;10483;10462;10585;10467;10507;10569;10514;10523;10589;10546;10539;10583;10564;10600;10492;10559;10503;10510;10579;10408;10510;10473;10545;10503;10492;10627;10460;10448;10541;10599;10493;10601;10375;10506;10403;10344;10402;10351;10395;10344;10428;10364;10362;10308;10338;10328;10246;10303;10326;10324;10225;10239;10241;10197;10172;10212;;;;;;;;;;;;;;;
E1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Time;;;;2025-12-12 15:42:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Warning;Unable to meet given kinetic interval time for cycles '1, 94'.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
